의료기관명,의료기관주소(도로명),의료기관전화번호,법정동,진료과
서울사랑니안녕치과의원,"경기도 성남시 분당구 성남대로 934, 궁전프라자2 3층 302호 (야탑동)",031-701-8287,야탑동,치과
케이구강악안면외과치과의원,"경기도 성남시 분당구 구미로 11, 포인트타운 5층 505호 (구미동)",031-713-2879,구미동,외과
마음드림치과의원,"경기도 성남시 분당구 성남대로 926, 분당메트로 7층 703호 (야탑동)",031-705-2879,야탑동,치과
판교 최용훈치과의원,"경기도 성남시 분당구 판교역로 136, B2044, B2052호 (백현동)",031-712-2311,백현동,치과
분당미켈란치과의원,"경기도 성남시 분당구 정자일로 100, 204, 205호 (정자동, 미켈란쉐르빌)",031-717-2835,,치과
서울퍼펙트치과의원,"경기도 성남시 분당구 성남대로916번길 5, 관보골든쇼핑스포츠빌딩 2층 203호 (야탑동)",031-606-2888,야탑동,치과
연세루야치과의원,"경기도 성남시 분당구 내정로165번길 38, 601동 218~219호 (수내동, 양지마을청구아파트)",031-781-2242,,치과
판교서울치과교정과치과의원,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 2-42,2-43호 (삼평동)",031-707-7595,삼평동,치과
바른소아치과치과의원,"경기도 성남시 분당구 운중로 235, 나래메디플러스 502호 (판교동)",031-709-2879,판교동,치과
연세크리스마스치과의원,"경기도 성남시 분당구 판교역로 240, 삼환하이펙스A동 104~105호 (삼평동)",031-778-7579,삼평동,치과
미금세브란스치과의원,"경기도 성남시 분당구 성남대로 151, 분당엠코헤리츠 213,213-1,214호 (구미동)",031-604-2875,구미동,치과
가지런이(e)치과교정과치과의원,"경기도 성남시 분당구 판교대장로7길 16, 620동 지2층 201호 (대장동, 힐스테이트 판교 엘포레 A6BL)",031-714-2828,,치과
연세바로치과교정과치과의원,"경기도 성남시 분당구 내정로165번길 50, 308호 (수내동)",031-717-2275,수내동,치과
더아름다운치과의원,"경기도 성남시 분당구 돌마로 79, 썬프라자 204-1호 (금곡동)",031-605-2875,금곡동,치과
삼성이편한치과의원,"경기도 성남시 분당구 야탑로 94, 4층 일부호 (야탑동)",031-705-2020,야탑동,치과
연세으뜸치과의원,"경기도 성남시 분당구 백현로101번길 25, 수내프라자 2층 (수내동)",031-715-7528,수내동,치과
우리바른치과의원,"경기도 성남시 분당구 판교대장로 92, 판교대장지구 푸리마타워빌딩 주건축물제1동 2층 202호, 203호 (대장동)",031-711-2828,대장동,치과
연세가인치과의원,"경기도 성남시 분당구 판교대장로 84, 펠리씨티-1 201호 (대장동)",031-711-7528,대장동,치과
서울하상운치과교정과치과의원,"경기도 성남시 분당구 돌마로 47, 이코노샤르망 604, 605호 (금곡동)",031-607-2080,금곡동,치과
서울케이유(KU)치과교정과치과의원,"경기도 성남시 분당구 성남대로 168, 미도프라자 33층 302호 (금곡동)",031-717-3505,금곡동,치과
연세바른치과교정과치과의원,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 203호 (서현동)",031-701-2833,서현동,치과
서울더믿음치과의원,"경기도 성남시 분당구 돌마로 75, 미금프라자 3층 303호 (금곡동)",031-713-2080,금곡동,치과
서울턱사랑니치과의원,"경기도 성남시 분당구 성남대로 168, 미도프라자 2층 205, 206, 207호 (금곡동)",031-717-7452,금곡동,치과
리앤씨치과의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 3층 307호 (정자동)",031-778-7628,정자동,치과
김호형웃는치과의원,"경기도 성남시 분당구 판교로 446, 그린프라자 2층 (이매동)",031-604-2828,이매동,치과
연세청춘치과의원,"경기도 성남시 분당구 백현로101번길 11, 동현프라자 201호 (수내동)",031-8039-7528,수내동,치과
분당건치과의원,"경기도 성남시 분당구 정자로 13, 월드비터 315호, 317호 (정자동)",031-626-2875,정자동,치과
서울엘리트치과의원,"경기도 성남시 분당구 돌마로 85, 7층 702호 (금곡동)",031-701-7528,금곡동,치과
서울패밀리치과의원,"경기도 성남시 분당구 미금로 39, 로얄프라자 304호 (구미동)",031-726-2882,구미동,치과
보아스치과의원,"경기도 성남시 분당구 성남대로916번길 7, 서일빌딩 501호 (야탑동)",031-604-2800,야탑동,치과
야탑든든한치과의원,"경기도 성남시 분당구 성남대로925번길 11, 유니마트 202호 (야탑동)",031-606-7575,야탑동,치과
연희세브란스치과의원,"경기도 성남시 분당구 성남대로 345, 정자역프라자 2층 202호 (정자동)",031-712-2279,정자동,치과
서울리더스치과의원,"경기도 성남시 분당구 돌마로 67, 금산젬월드 4층 404호 (금곡동)",031-8039-7928,금곡동,치과
연세화이트산타치과의원,"경기도 성남시 분당구 분당로53번길 20, 이랜드분당프라자 2층 (서현동)",,서현동,치과
플란트서울치과의원,"경기도 성남시 분당구 돌마로 43, 메디파크빌딩 7층 701호일부호 (금곡동)",031-602-7575,금곡동,치과
연세선치과의원,"경기도 성남시 분당구 내정로107번길 2, 양지프라자 2층 201호 (정자동)",031-717-8869,정자동,치과
서울크리스탈치과의원,"경기도 성남시 분당구 황새울로 340, 교정공제회 서현빌딩 5층 일부호 (서현동)",031-609-2882,서현동,치과
조웰구강내과치과의원,"경기도 성남시 분당구 돌마로 68, 701,701-1호 (구미동, 분당프라자)",031-712-2275,,내과
제이디치과의원,"경기도 성남시 분당구 돌마로 75, 미금프라자 6층 (금곡동)",031-8039-7523,금곡동,치과
서울D치과교정과치과의원,"경기도 성남시 분당구 백현로 105, 211~213호 (수내동, 로얄팰리스 하우스빌)",031-718-0789,,치과
현대치과의원,"경기도 성남시 분당구 장안로25번길 28, 205호 (분당동, 건영상가)",031-701-4233,,치과
연세타워치과의원,"경기도 성남시 분당구 판교로227번길 6, 118~121호 (삼평동, 브릿지 타워)",031-604-2282,,치과
나무하나치과의원,"경기도 성남시 분당구 불정로 260, 302호 304호 (수내동, 장터조합상가)",031-711-2844,,치과
연세우리치과의원,"경기도 성남시 분당구 황새울로 325, 304호,305호 (서현동, 서현하우비)",031-707-2852,,치과
서울하이안치과의원,"경기도 성남시 분당구 정자일로 135, 정자동3차 푸르지오 시티 207, 207-1, 208, 208-1호 (정자동)",031-718-1718,정자동,치과
연세아이들치과의원,"경기도 성남시 분당구 판교로 375, 6층 603호 (삼평동, 에메트타운)",031-602-2875,,치과
연세위드치과의원,"경기도 성남시 분당구 서현로210번길 19, 센트로빌딩 4층 일부, 5층 (서현동)",1588-9432,서현동,치과
건강한웃음치과의원,"경기도 성남시 분당구 동판교로 59, 2층 203호 (백현동, 자유퍼스트프라자1)",031-8017-2804,,치과
연세미소엘치과의원,"경기도 성남시 분당구 서판교로 154, 3층 302호,302호 (판교동, 낙생빌딩)",031-8017-2878,,치과
김진걸치과의원,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 6층, 7층 604호, 605호, 703호, 704호 (삼평동)",031-711-5406,삼평동,치과
닥터홍치과의원,"경기도 성남시 분당구 돌마로366번길 8, 4-5동 203호206호 (수내동, 푸른마을상가)",031-712-2884,,치과
하늘치과의원,"경기도 성남시 분당구 성남대로 934, 6층 601호,602호 (야탑동, 궁전프라자-2)",031-703-2080,,치과
해솔치과의원,"경기도 성남시 분당구 동판교로 59, 자유퍼스트프라자1 502호 (백현동)",031-702-7528,백현동,치과
분당후즈후치과의원,"경기도 성남시 분당구 황새울로 216, 201호 (수내동, 휴맥스빌리지)",031-1899-7028,,치과
스마일치과의원,"경기도 성남시 분당구 느티로 69, 202호 (정자동, 숲안상가)",031-711-2875,,치과
서울더블유치과의원,"경기도 성남시 분당구 느티로 16, 909호 (정자동, 젤존타워1)",031-698-2377,,치과
서울연치과의원,"경기도 성남시 분당구 분당내곡로 151, 5층 504호 (삼평동, 삼도타워)",031-8016-2820,,치과
서울로고스치과의원,"경기도 성남시 분당구 성남대로 389, 305호 (정자동, 폴라리스2)",031-714-7755,,치과
메디피움치과의원,"경기도 성남시 분당구 분당내곡로 155, B동 4층 (삼평동, 판교역KCC웰츠타워)",031-1899-0050,,치과
연세이미지치과의원,"경기도 성남시 분당구 성남대로 34, 401호 (구미동, 하나프라자)",031-718-2822,,치과
이한치과의원,"경기도 성남시 분당구 내정로165번길 50, 407호 (수내동, 크리스탈빌딩)",031-717-2882,,치과
연세CS치과의원,"경기도 성남시 분당구 대왕판교로606번길 58, 2-23호 24호 (삼평동, 푸르지오월드마크)",031-625-7582,,치과
서울에펠치과의원,"경기도 성남시 분당구 동판교로177번길 25, 209호 (삼평동, 판교 호반 써밋 플레이스)",031-708-4528,,치과
바른이디자인치과교정과치과의원,"경기도 성남시 분당구 돌마로 52, 402호 (구미동, MD프라자)",031-714-2080,,치과
복음치과의원,"경기도 성남시 분당구 야탑로69번길 8, 503호 (야탑동, 한주코아)",031-705-7528,,치과
리볼리치과의원,"경기도 성남시 분당구 성남대로 45, 3층 301호, 303호 (구미동)",031-786-0179,구미동,치과
e바로치과의원,"경기도 성남시 분당구 판교역로 178, 802호 (삼평동, 서건타워)",031-8016-8528,,치과
웃는하루치과의원,"경기도 성남시 분당구 분당로53번길 12, 302호 (서현동, 나산프라자)",031-709-2875,,치과
제이치과의원,"경기도 성남시 분당구 동판교로 58, 401호 (백현동, 나이스프라자)",031-8017-9428,,치과
이창호치과의원,"경기도 성남시 분당구 대왕판교로 660, 309호 (삼평동, 유스페이스Ⅰ)",031-628-1875,,치과
연세SD 치과의원,"경기도 성남시 분당구 판교역로 230, B동 301~302호 (삼평동, 삼환하이펙스)",031-698-2828,,치과
연세라인치과의원,경기도 성남시 분당구 성남대로926번길 6 (야탑동),031-701-2894,야탑동,치과
서울라임치과의원,"경기도 성남시 분당구 대왕판교로 660, 323호 (삼평동, 유스페이스1)",031-628-6700,,치과
E-호재치과의원,"경기도 성남시 분당구 황새울로335번길 5, 401호 401-2호 (서현동, 앤다운빌딩)",031-696-1275,,치과
사람그리고치과의원,"경기도 성남시 분당구 대왕판교로 660, 306호 (삼평동, 유스페이스1)",031-8017-2080,,치과
바른선치과의원,"경기도 성남시 분당구 황새울로335번길 5, 401호 401-1(일부)호 (서현동, 엔타운빌딩)",031-696-1221,,치과
서울이산치과의원,"경기도 성남시 분당구 판교로 375, 403~404호 (삼평동, 메가스페이스1)",031-8017-8228,,치과
서울하이치과의원,"경기도 성남시 분당구 판교로255번길 9-22, 226호 (삼평동, 판교 우림 W-CITY)",031-628-8080,,치과
안세미시간치과의원,"경기도 성남시 분당구 판교역로192번길 16, 503~504호 (삼평동, 판교타워)",031-8017-5579,,치과
서울Y치과의원,"경기도 성남시 분당구 대왕판교로606번길 41, 501~502호 (삼평동, 프라임스퀘어)",031-708-0028,,치과
W7치과의원,"경기도 성남시 분당구 운중로 115, 302~303호 (운중동, 판오션타워상가)",031-707-9577,,치과
서울럭스치과의원,"경기도 성남시 분당구 대왕판교로606번길 39, 8층 (삼평동, 럭스타워)",031-8016-2828,,치과
올바른치과의원,"경기도 성남시 분당구 운중로 142, 3층 일부호 (운중동, 판교메디칼타워)",031-8017-7528,,치과
S플러스치과의원,"경기도 성남시 분당구 운중로 122, 303호 (운중동, 골드클래스)",031-8017-2855,,치과
더공감치과의원,"경기도 성남시 분당구 성남대로916번길 11, 201호 (야탑동, 글라스타워)",031-704-8228,,치과
서울N치과의원,"경기도 성남시 분당구 판교로 376, 401호 (삼평동, 마크시티 퍼플)",031-8016-2080,,치과
분당퍼스트치과의원,"경기도 성남시 분당구 황새울로200번길 40, 5층 (수내동)",031-719-2825,수내동,치과
피오나치과의원,"경기도 성남시 분당구 판교역로 231, 221,222호 (삼평동, H스퀘어 S동 )",031-696-7528,,치과
연세UI치과의원,"경기도 성남시 분당구 판교역로 231, 207호 (삼평동, H스퀘어 S동)",031-789-3800,삼평동,치과
판교탑치과의원,"경기도 성남시 분당구 운중로 242, 3층 306호 (판교동, 리버스토리)",031-705-2275,,치과
토우치과의원,"경기도 성남시 분당구 성남대로 168, 308호 (금곡동, 미도프라자)",031-712-8877,,치과
연세나노치과의원,"경기도 성남시 분당구 서현로 192, 3층 302호 (서현동, 야베스밸리)",031-708-8275,,치과
트리플에이치과의원,"경기도 성남시 분당구 성남대로331번길 8, 킨스타워 3층 308호 (정자동)",031-711-7765,정자동,치과
사는기쁨치과의원,"경기도 성남시 분당구 운중로 140, 402호 (운중동, 메트로골드)",031-708-9750,,치과
서울삼성치과의원,"경기도 성남시 분당구 황새울로200번길 36, 분당 동부루트빌딩 2층 206호 (수내동)",031-713-0700,수내동,치과
아이맘치과의원,"경기도 성남시 분당구 서현로210번길 17, 404호 (서현동, 광림프라자)",031-8016-2852,,치과
서울다즐치과교정과치과의원,"경기도 성남시 분당구 운중로 118, 502호 (운중동, 스타타워)",031-8017-9733,,치과
미소웰치과의원,"경기도 성남시 분당구 운중로 118, 503호 (운중동, 스타타워)",031-8016-2872,,치과
서울원치과의원,"경기도 성남시 분당구 운중로 233, 한솔프라자 301호 (판교동)",031-706-2275,판교동,치과
분당형치과의원,"경기도 성남시 분당구 분당로263번길 35, 203호 (서현동, 굿모닝프라자)",031-706-2855,,치과
연세미소치과의원,"경기도 성남시 분당구 판교로 375, 303호 (삼평동, 에메트타운)",031-8017-2875,,치과
판교어린이치과의원,"경기도 성남시 분당구 서판교로 36, 4층 일부호 (판교동)",031-781-5275,판교동,치과
판교우리치과의원,"경기도 성남시 분당구 운중로 131, 4층 4, 5호 (운중동, 스타식스메트로)",031-8016-2875,,치과
판교우리치과의원,"경기도 성남시 분당구 운중로 131, 4층 4, 5호 (운중동, 스타식스메트로)",031-8016-2875,,치과
서울미소안치과의원,"경기도 성남시 분당구 운중로 239, 401,402호 (판교동, 도메인타워)",031-8016-2275,,치과
분당삼성치과의원,"경기도 성남시 분당구 내정로 167, 301호 (수내동, 양지프라임)",031-719-2875,,치과
서울예쁜얼굴치과의원,"경기도 성남시 분당구 돌마로 68, 분당프라자 8층 806~809호 (구미동)",031-711-9928,구미동,치과
유디서현치과의원,"경기도 성남시 분당구 황새울로360번길 35, 3층 (서현동, 현대프라자)",031-709-0011,,치과
프리미엄치과의원,"경기도 성남시 분당구 판교로 374, 303호 (삼평동, 스타식스코아2)",031-8016-2888,,치과
홍지호치과의원,"경기도 성남시 분당구 정자로 13, 월드비터 2층 216, 217, 218호 (정자동)",031-713-0306,정자동,치과
판교올치과의원,"경기도 성남시 분당구 동판교로 61, 3층 303호 (백현동, 자유퍼스트프라자Ⅱ)",031-706-2889,,치과
훼미리치과의원,"경기도 성남시 분당구 판교로 372, 301~303호 (삼평동, 스타식스코아1)",031-8016-2822,,치과
아트앤치과의원,"경기도 성남시 분당구 서현로 184, 202호 (서현동, 엘지분당에클라트)",031-707-6060,,치과
유디치과의원,"경기도 성남시 분당구 야탑로 95, 901호 (야탑동, 세신옴니코아)",031-709-5225,,치과
연세에스치과의원,"경기도 성남시 분당구 정자일로 55, 109동 306호 (금곡동, 분당두산위브상가)",031-707-1875,,치과
보스턴완치과의원,"경기도 성남시 분당구 서현로 192, 야베스밸리 401호 (서현동)",031-758-2275,서현동,치과
초림지세븐치과의원,"경기도 성남시 분당구 수내로46번길 11, 308~309호 (수내동, 대덕글로리)",031-712-1002,,치과
찬스플란트치과의원,"경기도 성남시 분당구 돌마로 68, 205호 (구미동, 분당프라자)",031-716-2866,,치과
아이사랑치과의원,"경기도 성남시 분당구 내정로 172, 501호 (수내동, 상지빌딩)",031-719-1747,,치과
필립프라임치과의원,"경기도 성남시 분당구 황새울로311번길 8-5, 필립메디컬센터 별관 5층 일부호 (서현동)",031-789-5800,서현동,치과
서울로뎀치과의원,"경기도 성남시 분당구 백현로101번길 29 (수내동, C&C빌딩 4층일부)",031-716-7528,,치과
정직한탑치과의원,"경기도 성남시 분당구 성남대로331번길 8, 321,322호 (정자동, 인텔리지 킨스타워)",031-715-2881,,치과
엠디원치과의원,"경기도 성남시 분당구 황새울로360번길 21, 306호 (서현동, 신영팰리스타워)",031-709-5757,,치과
연세정치과의원,"경기도 성남시 분당구 구미로 60, 402호 (구미동, 관보쇼핑)",031-714-2889,,치과
토론토치과의원,"경기도 성남시 분당구 성남대로331번길 13, 406호 (정자동, 백궁프라자(1))",031-719-7545,,치과
LA포스치과의원,"경기도 성남시 분당구 백현로101번길 21 (수내동, 4층(일부))",031-786-1188,,치과
메디사랑치과의원,"경기도 성남시 분당구 장미로 198, 103호 (야탑동, 아델파크빌)",031-703-9928,,치과
서울바를정치과의원,"경기도 성남시 분당구 성남대로 349, 402호 (정자동, 시그마타워)",031-726-3427,,치과
분당올치과의원,"경기도 성남시 분당구 성남대로331번길 3-3, 4층 406호 (정자동, 젤존타워)",031-719-1212,,치과
수미행치과의원,"경기도 성남시 분당구 야탑로81번길 10, 201호 (야탑동, 아미고타워)",031-622-0202,,치과
서울탑치과의원,"경기도 성남시 분당구 벌말로 35, 401호 (야탑동, 대명빌딩)",031-702-9705,,치과
키즈엔젤치과의원,"경기도 성남시 분당구 성남대로331번길 3-3, 301호 (정자동, 젤존타워III)",031-702-1004,,치과
분당그린치과의원,"경기도 성남시 분당구 성남대로926번길 6, 404호 (야탑동, 대덕프라자 )",031-704-2804,,치과
예림치과의원,"경기도 성남시 분당구 느티로77번길 3, 301호 (정자동, 대보빌딩)",031-718-5886,,치과
분당하얀치과의원,"경기도 성남시 분당구 서현로321번길 10, 301호 (서현동, 승영지빌딩)",031-708-2827,,치과
연세보스톤치과의원,"경기도 성남시 분당구 분당로263번길 39, 306호 (서현동, 레이디파크)",031-703-0032,,치과
서울이바른치과교정과치과의원,"경기도 성남시 분당구 느티로 16, 501호 (정자동,  젤존타워 1차)",031-716-2878,,치과
미소선치과의원,"경기도 성남시 분당구 서현로180번길 13, 303호 (서현동, 서현프라자)",031-708-2875,,치과
에이플러스치과의원,"경기도 성남시 분당구 분당로53번길 9, 3층 305호 (서현동)",031-705-7575,서현동,치과
노벨치과의원,"경기도 성남시 분당구 성남대로331번길 11-3, 3층 (정자동, 여민빌딩)",031-713-9755,,치과
키즈파파치과의원,"경기도 성남시 분당구 야탑로81번길 10, 305호 (야탑동, 아미고타워)",031-622-1475,,치과
샬롬치과의원,"경기도 성남시 분당구 느티로 27, 304호 (정자동, 하나프라자)",031-714-2853,,치과
카라치과의원,"경기도 성남시 분당구 정자로 13, 409~410호 (정자동, 월드비터)",031-786-0285,,치과
이로운치과의원,"경기도 성남시 분당구 야탑로81번길 10, 301호 (야탑동, 아미고타워)",031-622-0300,,치과
연세미소안치과의원,"경기도 성남시 분당구 돌마로 46, 303호 (구미동, 광천프라자)",031-712-3223,,치과
이희경덴탈아트치과의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 402호 (정자동)",031-712-2870,정자동,치과
장치영치과의원,"경기도 성남시 분당구 중앙공원로31번길 42, 213호 (서현동, 서현파크프라자)",031-708-2825,,치과
분당뉴욕치과의원,"경기도 성남시 분당구 서현로210번길 20, 304호,302호일부호 (서현동, 코코프라자)",031-701-9944,,치과
연세위브치과의원,"경기도 성남시 분당구 성남대로 393, B동 201호 (정자동, 두산위브파빌리온)",031-784-9900,,치과
분당지세븐치과의원,"경기도 성남시 분당구 돌마로 85, 304호 (금곡동)",031-713-2022,금곡동,치과
분당NYU치과의원,"경기도 성남시 분당구 성남대로 912, 312호 (야탑동, BYC빌딩)",031-751-8888,,치과
서울미치과의원,"경기도 성남시 분당구 내정로 58, 203호 (정자동, 스포라이프 스포츠센타)",031-719-2872,,치과
베스티스치과의원,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 3층 309호 (수내동)",031-719-9484,수내동,치과
갤러리e치과의원,"경기도 성남시 분당구 구미로 11, 705호 (구미동, 구미동빌딩)",031-711-2897,,치과
제이정치과의원,"경기도 성남시 분당구 돌마로486번길 12, 207~209호 (서현동, 효자촌 근린상가동)",031-701-1001,서현동,치과
보스턴키즈치과의원,"경기도 성남시 분당구 서현로 204, 404호 (서현동, 엘지에클라트2차)",031-708-1221,,치과
서울키즈파파치과의원,"경기도 성남시 분당구 성남대로 165, 303~305호 (금곡동, 천사의도시)",031-782-4188,,치과
사랑플러스치과의원,"경기도 성남시 분당구 내정로173번길 49, 303호 (수내동, 궁전프라자)",031-717-2812,,치과
데일리치과의원,"경기도 성남시 분당구 정자일로 162, 401호 (정자동, 젤존타워2)",,,치과
연세사랑의치과의원,"경기도 성남시 분당구 성남대로 381, 303호 (정자동, 폴라리스(1))",031-715-2849,,치과
서울로얄치과의원,"경기도 성남시 분당구 성남대로 449, 201호 (정자동, 로얄팰리스 A동)",031-716-2872,정자동,치과
파인트리치과의원,"경기도 성남시 분당구 느티로 16, 401호 (정자동, 젤존타워)",031-716-2022,,치과
21세기치과의원,"경기도 성남시 분당구 돌마로 482, 3층 (서현동, 주영빌딩)",031-708-0021,,치과
선치과의원,"경기도 성남시 분당구 벌말로40번길 3, 4층 (야탑동, 성산빌딩)",031-704-2884,,치과
인텔리지치과의원,"경기도 성남시 분당구 성남대로 345, 401~402호 (정자동, 정자역프라자)",031-726-2275,,치과
이롬플러스치과의원,"경기도 성남시 분당구 돌마로 47, 406호 (금곡동, 이코노샤르망빌딩)",031-718-5674,,치과
서울화이트치과의원,"경기도 성남시 분당구 장미로 78, 306호 (야탑동, 시그마Ⅲ)",031-709-2852,,치과
창조치과의원,"경기도 성남시 분당구 성남대로 385, 401,401-1호 (정자동, 분당크리닉)",031-710-9610,,치과
분당어린이치과의원,"경기도 성남시 분당구 장안로 27, 3층 (분당동, SNH타워)",031-716-5275,,치과
서울웰치과의원,"경기도 성남시 분당구 성남대로 165, 228호 (금곡동, 천사의도시)",031-782-4228,,치과
노엘치과의원,"경기도 성남시 분당구 성남대로779번길 50, 5층 (이매동, MDG빌딩)",031-709-0962,,치과
연세고운미소치과의원,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 311~315호 (금곡동)",031-712-2875,금곡동,치과
블랑스치과의원,"경기도 성남시 분당구 백현로 97, 수내동 다운타운 4층 404호일부호 (수내동)",031-719-9009,수내동,치과
미시간치과의원,"경기도 성남시 분당구 불정로 168, 301호 (정자동, 예광프라자)",031-715-7928,,치과
서울아름치과의원,"경기도 성남시 분당구 판교로 438, 2층 (이매동, 낫소빌딩)",031-704-5300,,치과
한성치과의원,"경기도 성남시 분당구 정자일로 240, 506호 (정자동, 월드프라자)",031-716-7574,,치과
이편한치과의원,"경기도 성남시 분당구 수내로 39, 226호 (수내동, 분당지웰푸르지오)",031-717-3445,,치과
구대회현미경치과의원,"경기도 성남시 분당구 서현로 192, 야베스밸리 207호 (서현동)",031-704-7528,서현동,치과
수내서울치과의원,"경기도 성남시 분당구 돌마로366번길 42, 206호 (수내동, 동한프라자)",031-726-2875,,치과
연세예치과의원,"경기도 성남시 분당구 양현로 126, 306호 (이매동, 미림프라자)",031-705-2031,,치과
연세도앤도치과의원,"경기도 성남시 분당구 황새울로360번길 28, 3층 303호 (서현동, 은성프라자)",031-781-0028,,치과
미금치과의원,"경기도 성남시 분당구 돌마로90번길 4, 302호 (구미동, 엘레강스프라자)",031-715-2875,,치과
장지철치과의원,"경기도 성남시 분당구 황새울로 326, 3층 (서현동, 서현빌딩상가동)",031-702-2882,서현동,치과
분당웰치과의원,"경기도 성남시 분당구 중앙공원로39번길 49, 204호 (서현동, 서현지엔느빌딩)",031-781-2235,,치과
이노치과의원,"경기도 성남시 분당구 내정로173번길 1, 2층 (수내동, 한국상업은행)",031-714-2825,,치과
두서울치과의원,"경기도 성남시 분당구 백현로101번길 17, 407,408호 (수내동, 초림프라자)",031-715-2275,,치과
향기로운치과의원,"경기도 성남시 분당구 돌마로 75, 502,503호 (금곡동, 미금프라자)",031-715-4212,,치과
유에스씨서울치과의원,"경기도 성남시 분당구 불정로 379, 301호 (서현동, 서현프라자)",031-781-2227,,치과
정치과의원,"경기도 성남시 분당구 구미로9번길 7, 311호 (구미동, 팬텀테마광장)",031-716-0225,,치과
미소담치과의원,"경기도 성남시 분당구 중앙공원로40번길 4, 현대카스올림픽골프파크 211호 (서현동)",031-704-3321,서현동,치과
메디피움 분당치과의원,"경기도 성남시 분당구 중앙공원로40번길 32, 2층 (서현동)",031-730-7731,서현동,치과
브레이스치과의원,"경기도 성남시 분당구 내정로165번길 50, 305호 (수내동, 크리스탈빌딩)",031-719-8528,,치과
뷰티플러스치과의원,"경기도 성남시 분당구 황새울로342번길 11, 4층 405호 (서현동, 금호리빙)",031-702-0054,,치과
프라임치과의원,"경기도 성남시 분당구 야탑로81번길 10, 311호 312호 (야탑동, 아미고타워)",031-622-1222,,치과
트리폴리스치과의원,"경기도 성남시 분당구 정자일로 1, D동 102호 (금곡동, 코오롱트리폴리스)",031-711-2876,,치과
일리노이 치과교정과 치과의원,"경기도 성남시 분당구 백현로101번길 23, 401호 (수내동, 미도프라자)",031-711-3111,,치과
조준현치과의원,"경기도 성남시 분당구 황새울로 332, 분당문화센터 6층 일부호 (서현동)",031-758-7528,서현동,치과
분당치과의원,"경기도 성남시 분당구 장안로 35, 4층 (분당동, 성창빌딩)",031-709-2828,,치과
아름다운치과의원,"경기도 성남시 분당구 서현로210번길 2, 303,304호 (서현동, 성지하이츠텔)",031-707-2119,,치과
민치과의원,"경기도 성남시 분당구 야탑로 245, 목련프라자 3층 303,304호 (야탑동)",031-703-1340,야탑동,치과
서울미래치과의원,"경기도 성남시 분당구 돌마로 80, 2층 1,2호 (구미동, 현대벤처빌)",031-728-2875,,치과
유재형치과의원,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 405호 (야탑동)",031-781-7528,야탑동,치과
미소고운치과의원,"경기도 성남시 분당구 판교로 478, 301호 (이매동, 금강프라자)",031-705-2875,,치과
산호세치과의원,"경기도 성남시 분당구 정자로 88, 2층 일부호 (정자동, 성심빌딩)",031-715-1535,,치과
LH치과의원,"경기도 성남시 분당구 성남대로54번길 3, 3층 (구미동, LH 별관)",031-738-5183,,치과
미서울치과의원,"경기도 성남시 분당구 돌마로 86, 2동 301,302호 (구미동, 엘레강스프라자)",031-713-2872,,치과
서울하얀치과의원,"경기도 성남시 분당구 성남대로 170, 308호 (금곡동, 한국프라자)",031-718-2875,,치과
서울좋은치과의원,"경기도 성남시 분당구 정자로 112, 2층 25호 (정자동, 신화아파트상가)",031-717-7727,,치과
즐거운치과의원,"경기도 성남시 분당구 미금로 48, 304호 (구미동, 오성프라자)",031-719-2110,,치과
심미치과의원,"경기도 성남시 분당구 중앙공원로 35, 206호 (서현동, 올림픽스포츠센터)",031-702-2858,,치과
연세구미치과의원,"경기도 성남시 분당구 미금로 45, 306호 (구미동, 진도훼미리)",031-712-8275,,치과
최승모치과의원,"경기도 성남시 분당구 미금로 184, 205호 (구미동, 대우롯데선경아파트상가)",031-717-2875,,치과
하얀이치과의원,"경기도 성남시 분당구 장미로 139, 2층 일부(201호)호 (야탑동, 매화마을공무원아파트)",031-709-0951,,치과
푸른치과의원,"경기도 성남시 분당구 불정로 380, 304호 (서현동, 동남프라자)",031-781-0577,,치과
진서울치과의원,"경기도 성남시 분당구 백현로 105, 201호 (수내동, 로양팰리스하우스빌)",031-717-0600,,치과
연세미치과의원,"경기도 성남시 분당구 불정로 255, 208호 (수내동, 돌마소매시장)",031-715-6870,,치과
좋은치과의원,"경기도 성남시 분당구 돌마로476번길 41, 2층 (서현동, 분당빌딩)",031-703-7012,,치과
뉴욕치과의원,"경기도 성남시 분당구 돌마로 67, 302호 (금곡동, 금산젬월드)",031-719-2798,,치과
하나치과의원,"경기도 성남시 분당구 미금일로 71, 203호 (구미동, 하나빌딩)",031-718-2803,,치과
한마음치과의원,"경기도 성남시 분당구 성남대로 168, 미도프라자 407호 (금곡동)",031-712-7675,금곡동,치과
다나치과의원,"경기도 성남시 분당구 황새울로342번길 9, 5층 (서현동, 정현빌딩)",031-702-2828,,치과
